id;satisfaction_level;last_evaluation;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;salary;num_project;depto
6280;0,23;0,97;200;3;0;0;0;low;4;sales
6281;0,77;0,48;258;4;1;0;0;low;4;sales
6282;0,76;0,57;266;3;0;0;0;low;4;sales
6283;0,98;0,66;204;2;0;0;0;medium;3;sales
6284;0,92;0,77;236;3;0;0;0;medium;3;sales
6285;0,63;0,67;149;3;1;0;0;medium;4;sales
6286;0,91;0,69;240;3;0;0;0;medium;5;sales
6287;0,4;0,67;115;3;0;0;0;medium;3;accounting
6288;0,82;0,62;267;3;1;0;0;medium;4;accounting
6289;0,81;0,88;149;3;0;0;0;medium;4;accounting
6290;0,61;0,69;224;3;0;0;0;medium;3;hr
6291;0,3;0,57;158;2;0;0;0;medium;2;hr
6292;0,59;0,72;107;3;0;0;0;medium;2;hr
6293;0,2;0,56;217;5;0;0;0;medium;3;hr
6294;0,75;0,56;212;2;0;0;0;medium;2;technical
6295;0,59;0,79;270;3;0;0;0;high;3;technical
6296;0,63;0,53;243;2;0;0;0;low;4;technical
6297;0,77;0,68;162;4;1;0;0;medium;5;technical
6298;0,82;0,6;232;2;0;0;0;medium;5;technical
6299;0,6;0,85;187;4;0;0;0;medium;5;technical
6300;0,83;0,72;259;2;0;0;0;medium;3;technical
6301;0,67;0,6;209;2;0;0;0;low;4;technical
6302;0,84;0,56;97;6;0;0;0;low;5;technical
6303;0,68;0,79;139;4;0;0;0;low;5;technical
6304;0,74;0,92;258;3;1;0;0;low;4;technical
6305;0,63;0,64;208;2;1;0;0;low;3;support
6306;0,88;0,9;233;3;0;0;0;low;2;support
6307;1;0,81;168;4;0;0;0;low;3;support
6308;0,7;0,87;252;2;1;0;0;low;4;support
6309;0,5;0,71;171;4;0;0;0;low;5;support
6310;0,94;0,66;219;3;0;0;0;low;5;support
6311;0,67;0,54;213;4;0;0;0;low;3;support
6312;0,8;0,88;199;4;0;0;0;low;5;support
6313;0,7;0,88;245;2;0;0;0;low;4;support
6314;0,24;0,73;273;5;0;0;0;low;4;support
6315;0,98;1;202;3;0;0;0;low;4;support
6316;0,76;0,65;240;3;0;0;0;low;4;technical
6317;0,78;0,5;155;4;0;0;0;low;4;technical
6318;0,42;0,91;209;2;0;0;0;low;3;technical
6319;0,83;0,64;210;3;0;0;0;medium;4;management
6320;0,98;0,81;266;6;0;0;0;medium;4;IT
6321;0,64;0,81;226;2;0;0;0;medium;2;IT
6322;0,67;0,75;133;2;0;0;0;medium;4;IT
6323;0,26;0,39;99;4;0;0;0;medium;3;IT
6324;0,97;0,64;237;3;0;0;0;medium;3;IT
6325;0,48;0,6;230;3;0;0;0;medium;4;product_mng
6326;0,84;0,55;149;2;0;0;0;medium;4;product_mng
6327;0,71;0,74;206;4;0;0;0;medium;4;product_mng
6328;1;0,84;185;3;0;0;0;medium;3;product_mng
6329;0,6;0,76;269;2;0;0;0;medium;5;IT
6330;0,95;0,37;233;5;0;0;0;medium;6;RandD
6331;0,56;0,56;162;2;0;0;0;high;3;RandD
6332;0,75;0,49;173;3;1;0;0;low;2;RandD
6333;0,98;0,53;253;4;0;0;0;medium;6;RandD
6334;0,7;0,72;134;3;0;0;0;medium;5;RandD
6335;0,65;0,92;133;3;0;0;0;medium;4;marketing
6336;0,8;0,81;143;2;0;0;0;medium;5;sales
6337;0,49;0,78;264;4;0;0;0;low;3;accounting
6338;0,32;0,73;180;6;0;0;0;low;3;support
6339;0,88;0,54;235;2;1;0;0;low;3;technical
6340;0,8;0,97;232;2;0;0;0;low;4;management
6341;0,73;0,74;181;4;0;0;0;low;4;marketing
6342;0,72;0,58;198;2;0;0;0;low;3;marketing
6343;0,58;0,78;211;3;1;0;0;low;5;marketing
6344;0,66;0,96;216;3;0;0;0;low;4;sales
6345;0,63;0,79;197;3;1;0;0;low;3;sales
6346;0,69;0,56;214;2;0;0;0;low;2;sales
6347;0,49;0,59;185;3;0;0;0;low;3;sales
6348;0,6;0,45;173;2;0;0;0;low;3;sales
6349;0,5;0,63;229;4;0;0;0;low;4;sales
6350;0,34;0,81;116;3;1;0;0;low;4;sales
6351;0,79;0,6;223;3;0;0;0;low;5;sales
6352;0,98;0,68;154;3;0;0;0;low;4;sales
6353;0,96;0,97;240;2;0;0;0;low;5;sales
6354;0,88;0,89;139;2;0;0;0;low;3;sales
6355;0,6;0,61;275;2;0;0;0;low;2;sales
6356;0,62;0,73;158;3;1;0;0;low;3;sales
6357;0,4;0,72;204;4;1;0;0;low;3;sales
6358;0,16;0,82;121;2;0;0;0;medium;5;sales
6359;0,81;0,98;243;6;0;0;0;medium;5;sales
6360;0,69;0,69;195;2;0;0;0;medium;4;sales
6361;0,66;0,51;149;3;0;0;0;medium;5;sales
6362;0,66;0,62;214;2;0;0;0;medium;5;sales
6363;0,61;0,53;266;3;0;0;0;medium;4;accounting
6364;0,99;0,77;222;2;0;0;0;medium;5;accounting
6365;0,73;0,54;283;6;0;0;0;medium;3;accounting
6366;0,63;0,72;161;5;0;0;0;medium;2;hr
6367;0,6;0,91;157;4;0;0;0;medium;3;hr
6368;0,44;0,44;126;2;0;0;0;medium;3;hr
6369;0,64;0,95;131;6;0;0;0;medium;3;hr
6370;0,91;0,81;139;2;0;0;0;high;4;technical
6371;0,55;0,59;230;3;0;0;0;low;4;technical
6372;0,7;0,73;240;2;1;0;0;medium;4;technical
6373;0,37;0,59;134;3;0;0;0;medium;3;technical
6374;0,16;0,56;196;3;0;0;0;medium;6;technical
6375;0,69;0,97;240;4;0;0;0;medium;5;technical
6376;0,96;0,47;233;5;1;0;0;low;2;technical
6377;0,62;0,91;267;3;0;0;0;low;5;technical
6378;0,94;0,45;211;3;0;0;0;low;2;technical
6379;0,67;0,83;260;3;0;0;0;low;3;technical
6380;0,89;0,57;113;3;0;0;0;low;3;technical
6381;0,6;0,63;267;3;0;0;0;low;5;support
6382;0,89;0,62;196;3;0;0;0;low;5;support
6383;0,6;0,89;232;2;0;0;0;low;3;support
6384;0,93;0,95;156;3;1;0;0;low;2;support
6385;0,38;0,78;159;5;0;0;0;low;4;support
6386;0,62;0,57;223;3;1;0;0;low;3;support
6387;0,86;0,86;197;3;1;0;0;low;4;support
6388;0,61;0,62;192;2;1;0;0;low;2;support
6389;0,77;0,64;192;3;0;0;0;low;4;support
6390;0,85;0,73;174;3;0;0;0;low;4;support
6391;0,94;0,62;191;3;0;0;0;low;4;support
6392;0,59;0,59;270;2;0;0;0;low;4;technical
6393;0,9;0,92;139;3;0;0;0;low;3;technical
6394;0,86;0,65;243;2;0;0;0;low;4;technical
6395;0,72;0,7;238;2;0;0;0;low;3;management
6396;0,84;0,52;189;2;1;0;0;low;5;IT
6397;0,64;0,5;189;3;0;0;0;medium;4;IT
6398;0,81;0,75;206;3;0;0;0;medium;4;IT
6399;0,66;0,7;254;2;0;0;0;medium;5;IT
6400;0,75;0,55;253;6;0;0;0;medium;3;IT
6401;0,54;0,67;243;2;0;0;0;medium;3;product_mng
6402;0,98;0,76;224;2;0;0;0;medium;3;product_mng
6403;0,8;0,85;139;2;0;0;0;medium;4;product_mng
6404;0,68;0,7;270;3;0;0;0;medium;5;product_mng
6405;0,54;0,57;257;2;0;0;0;medium;3;IT
6406;0,88;0,84;170;2;0;0;0;medium;4;RandD
6407;0,71;0,62;222;3;0;0;0;medium;3;RandD
6408;0,77;0,58;247;2;1;0;0;medium;2;RandD
6409;0,6;0,6;201;3;0;0;0;high;4;RandD
6410;0,53;0,75;263;5;0;0;0;low;4;RandD
6411;0,85;0,5;168;2;1;0;0;medium;3;marketing
6412;0,59;0,75;190;2;0;0;0;medium;4;sales
6413;0,23;0,77;140;5;0;0;0;medium;4;accounting
6414;0,7;0,6;224;3;0;0;0;medium;3;support
6415;0,92;0,49;145;3;0;0;0;low;5;technical
6416;0,95;0,37;285;3;0;0;0;low;4;management
6417;0,39;0,43;154;3;0;0;0;low;3;marketing
6418;0,85;0,8;200;2;0;0;0;low;4;marketing
6419;0,98;0,7;255;2;1;0;0;low;3;marketing
6420;0,15;0,48;204;6;1;0;0;low;6;sales
6421;0,68;0,54;270;4;1;0;0;low;3;sales
6422;0,24;0,91;177;5;0;0;0;low;5;sales
6423;0,77;0,59;140;3;0;0;0;medium;4;sales
6424;0,36;0,69;165;3;0;0;0;medium;3;sales
6425;0,5;0,89;187;4;1;0;0;medium;3;sales
6426;0,2;0,98;166;4;1;0;0;medium;4;sales
6427;0,86;0,56;141;2;0;0;0;medium;5;sales
6428;0,84;0,63;135;2;0;0;0;medium;4;sales
6429;0,9;0,98;148;4;0;0;0;medium;5;sales
6430;0,4;0,51;120;6;0;0;0;medium;3;sales
6431;0,63;0,62;141;3;0;0;0;medium;3;sales
6432;0,73;0,95;222;4;0;0;0;medium;3;sales
6433;0,25;0,67;136;6;0;0;0;medium;2;sales
6434;0,7;0,57;180;2;0;0;0;medium;3;sales
6435;0,6;0,97;187;3;1;0;0;medium;3;sales
6436;0,99;0,66;202;3;0;0;0;medium;3;sales
6437;0,29;0,86;251;4;0;0;0;medium;3;sales
6438;0,53;0,63;259;2;0;0;0;medium;4;sales
6439;0,83;0,76;262;2;0;0;0;medium;3;accounting
6440;0,18;0,92;251;4;0;0;0;medium;5;accounting
6441;0,14;0,74;117;5;0;0;0;medium;4;accounting
6442;0,5;0,66;155;2;0;0;0;medium;4;hr
6443;0,36;0,89;197;6;0;0;0;medium;3;hr
6444;0,34;0,56;139;2;0;0;0;medium;3;hr
6445;0,51;0,75;175;2;0;0;0;medium;4;hr
6446;0,5;0,52;137;3;1;0;0;medium;5;technical
6447;0,69;0,93;228;4;0;0;0;medium;3;technical
6448;0,52;0,51;232;4;0;0;0;high;2;technical
6449;0,32;0,5;143;3;0;0;0;high;2;technical
6450;0,88;0,99;190;5;0;0;0;high;3;technical
6451;0,6;0,87;196;3;1;0;0;high;3;technical
6452;0,72;0,8;213;3;0;0;0;high;3;technical
6453;0,65;0,9;200;3;0;0;0;high;3;technical
6454;0,82;0,78;166;2;0;0;0;high;5;technical
6455;0,67;0,92;258;3;0;0;0;high;5;technical
6456;0,44;0,87;104;4;0;0;0;high;5;technical
6457;0,52;0,85;173;2;0;0;0;high;5;support
6458;0,54;0,51;176;3;0;0;0;high;2;support
6459;0,67;0,76;181;3;0;0;0;high;5;support
6460;0,16;0,64;143;5;1;0;0;low;6;support
6461;0,81;0,73;186;3;0;0;0;low;4;support
6462;0,77;0,85;136;3;0;0;0;low;3;support
6463;0,84;0,99;219;2;0;0;0;low;4;support
6464;0,56;0,56;229;4;1;0;0;low;5;support
6465;0,67;0,97;239;3;0;0;0;low;5;support
6466;0,65;0,7;182;2;0;0;0;low;4;support
6467;0,39;0,57;132;3;0;0;0;low;2;support
6468;0,77;0,75;272;3;0;0;0;low;3;technical
6469;0,41;0,96;167;3;1;0;0;low;5;technical
6470;0,59;0,67;180;2;0;0;0;low;3;technical
6471;0,14;0,72;100;5;0;0;0;low;6;management
6472;0,6;0,82;134;2;0;0;0;low;4;IT
6473;0,14;0,98;221;5;0;0;0;low;6;IT
6474;0,88;0,8;166;2;0;0;0;low;3;IT
6475;0,6;0,91;214;2;0;0;0;medium;4;IT
6476;1;0,49;227;3;1;0;0;medium;4;IT
6477;0,56;0,98;207;3;0;0;0;medium;4;product_mng
6478;0,72;0,54;286;6;0;0;0;medium;3;product_mng
6479;0,59;0,83;240;3;1;0;0;medium;3;product_mng
6480;0,74;0,75;111;4;1;0;0;medium;4;product_mng
6481;0,52;0,69;164;2;0;0;0;medium;4;IT
6482;0,77;0,74;187;6;0;0;0;medium;2;RandD
6483;0,48;0,81;248;2;0;0;0;medium;4;RandD
6484;0,99;0,56;210;2;0;0;0;medium;5;RandD
6485;0,23;0,78;163;6;0;0;0;medium;4;RandD
6486;0,63;1;241;4;0;0;0;medium;5;RandD
6487;0,51;0,83;136;3;0;0;0;high;3;marketing
6488;0,54;0,55;208;5;0;0;0;high;4;sales
6489;0,53;0,73;174;3;0;0;0;high;5;accounting
6490;0,72;0,84;250;3;0;0;0;high;4;support
6491;0,57;0,61;189;2;1;0;0;high;2;technical
6492;0,81;0,77;204;3;0;0;0;high;3;management
6493;0,64;0,57;217;3;0;0;0;high;4;marketing
6494;0,77;0,57;162;3;0;0;0;high;5;marketing
6495;0,83;0,55;257;2;0;0;0;low;3;marketing
6496;0,6;0,71;195;2;0;0;0;low;3;sales
6497;0,86;0,87;156;4;0;0;0;low;5;sales
6498;0,5;0,55;128;3;0;0;0;low;2;sales
6499;0,6;0,75;233;3;1;0;0;low;5;sales
6500;0,85;0,73;260;4;0;0;0;low;4;sales
6501;0,4;0,87;250;4;0;0;0;low;5;sales
6502;0,38;0,79;176;3;0;0;0;low;5;sales
6503;0,96;0,59;133;5;0;0;0;medium;6;sales
6504;0,59;0,57;197;2;0;0;0;medium;4;sales
6505;0,56;0,5;156;3;1;0;0;medium;3;sales
6506;0,84;0,96;162;3;0;0;0;medium;3;sales
6507;0,94;0,99;207;2;0;0;0;medium;3;sales
6508;0,72;0,63;223;2;1;0;0;medium;3;sales
6509;0,82;0,7;149;2;0;0;0;medium;3;sales
6510;1;0,95;275;3;1;0;0;medium;3;sales
6511;0,62;0,77;271;2;0;0;0;medium;3;sales
6512;0,76;0,89;273;2;1;0;0;medium;3;sales
6513;0,23;0,74;219;4;0;0;0;medium;5;sales
6514;0,7;0,99;135;4;0;0;0;medium;5;sales
6515;0,71;0,88;158;3;0;0;0;medium;3;accounting
6516;0,32;0,37;167;3;0;0;0;medium;3;accounting
6517;0,69;0,67;274;4;0;0;0;medium;4;accounting
6518;0,66;0,59;145;3;0;0;0;medium;3;hr
6519;0,7;0,67;233;6;0;0;0;medium;6;hr
6520;0,91;0,76;159;3;0;0;0;medium;3;hr
6521;0,2;0,7;221;5;0;0;0;medium;4;hr
6522;0,72;0,83;132;2;0;0;0;medium;3;technical
6523;0,74;0,93;140;3;0;0;0;medium;5;technical
6524;0,53;0,79;206;3;0;0;0;medium;3;technical
6525;0,99;0,92;229;2;0;0;0;medium;4;technical
6526;0,75;0,85;272;4;0;0;0;high;4;technical
6527;0,86;0,78;164;2;0;0;0;low;4;technical
6528;0,93;0,86;145;3;0;0;0;medium;4;technical
6529;0,81;0,95;212;3;0;0;0;medium;3;technical
6530;0,49;0,67;254;2;1;0;0;medium;3;technical
6531;0,97;0,72;260;4;0;0;0;medium;5;technical
6532;0,62;0,89;201;3;0;0;0;medium;3;technical
6533;0,75;0,79;176;4;1;0;0;medium;4;support
6534;0,87;0,58;140;3;1;0;0;medium;3;support
6535;0,93;0,65;201;3;0;0;0;medium;5;support
6536;0,74;0,68;206;2;1;0;0;medium;3;support
6537;0,68;0,57;197;3;1;0;0;medium;3;support
6538;0,49;0,63;245;4;0;0;0;low;3;support
6539;0,75;0,84;145;3;1;0;0;low;3;support
6540;0,95;0,58;131;5;0;0;0;low;4;support
6541;0,95;0,75;235;3;1;0;0;low;5;support
6542;0,67;0,65;242;3;0;0;0;low;5;support
6543;0,71;0,6;251;3;0;0;0;low;2;support
6544;0,81;0,73;258;2;0;0;0;low;4;technical
6545;0,79;0,36;114;3;0;0;0;high;3;technical
6546;0,57;0,52;143;2;0;0;0;low;3;technical
6547;0,85;0,65;187;2;0;0;0;high;3;management
6548;0,15;0,78;255;3;0;0;0;high;5;IT
6549;0,48;0,87;267;2;0;0;0;low;3;IT
6550;0,92;0,91;247;3;0;0;0;low;4;IT
6551;0,73;0,67;153;3;0;0;0;high;4;IT
6552;0,68;0,71;237;3;0;0;0;low;3;IT
6553;0,88;0,55;182;3;0;0;0;medium;5;product_mng
6554;0,8;0,55;144;5;1;0;0;high;4;product_mng
6555;0,66;0,9;176;2;1;0;0;medium;3;product_mng
6556;0,19;0,8;203;6;0;0;0;medium;5;product_mng
6557;0,3;0,53;148;4;0;0;0;medium;3;IT
6558;0,8;0,8;175;2;0;0;0;medium;3;RandD
6559;0,66;0,84;211;4;0;0;0;high;3;RandD
6560;0,22;0,67;175;5;0;0;0;medium;6;RandD
6561;0,57;0,59;206;3;0;0;0;medium;4;RandD
6562;0,83;0,73;262;2;0;0;0;medium;4;RandD
6563;0,57;0,5;177;2;0;0;0;high;4;marketing
6564;0,78;0,54;134;3;0;0;0;medium;3;sales
6565;0,88;0,89;201;3;0;0;0;high;2;accounting
6566;0,48;0,69;105;3;0;0;0;low;3;support
6567;0,91;0,82;259;3;0;0;0;medium;4;technical
6568;0,3;0,97;171;4;1;0;0;medium;3;management
6569;0,63;0,98;228;3;0;0;0;medium;4;marketing
6570;0,62;0,36;137;4;1;0;0;medium;2;marketing
6571;0,74;0,72;196;3;0;0;0;low;5;marketing
6572;0,5;0,53;207;4;0;0;0;low;3;sales
6573;0,36;0,74;280;3;0;0;0;low;6;sales
6574;0,57;0,65;162;3;1;0;0;low;4;sales
6575;0,73;0,55;267;3;0;0;0;low;4;sales
6576;0,77;0,67;207;2;0;0;0;low;5;sales
6577;0,86;0,5;196;2;0;0;0;low;4;sales
6578;0,24;0,55;231;4;0;0;0;low;6;sales
6579;0,83;0,62;242;3;0;0;0;low;4;sales
6580;0,72;0,63;207;3;0;0;0;low;4;sales
6581;0,52;0,82;206;2;1;0;0;high;4;sales
6582;0,99;0,54;236;4;0;0;0;low;4;sales
6583;0,15;0,68;246;2;0;0;0;low;5;sales
6584;0,79;0,94;204;2;1;0;0;low;3;sales
6585;0,19;0,91;268;4;0;0;0;low;3;sales
6586;0,59;0,62;212;2;1;0;0;high;3;sales
6587;0,15;0,74;178;3;0;0;0;low;6;sales
6588;0,75;0,72;260;3;0;0;0;low;5;sales
6589;0,47;0,71;241;4;0;0;0;low;2;sales
6590;0,64;0,64;234;3;1;0;0;high;3;sales
6591;0,66;0,76;207;2;0;0;0;low;3;accounting
6592;0,8;0,91;242;3;1;0;0;medium;5;accounting
6593;0,82;0,52;225;2;0;0;0;high;5;accounting
6594;0,8;0,98;161;3;0;0;0;medium;3;hr
6595;0,98;0,98;259;2;0;0;0;high;4;hr
6596;0,95;0,96;250;3;0;0;0;medium;3;hr
6597;0,88;0,61;236;3;0;0;0;medium;3;hr
6598;0,9;0,97;239;4;0;0;0;medium;4;technical
6599;0,66;0,83;266;3;1;0;0;medium;4;technical
6600;0,99;0,62;133;3;0;0;0;medium;5;technical
6601;0,86;0,95;275;2;0;0;0;medium;5;technical
6602;0,96;0,95;189;2;0;0;0;medium;5;technical
6603;1;0,63;171;3;0;0;0;medium;5;technical
6604;0,46;0,38;140;3;0;0;0;high;6;technical
6605;0,19;0,85;116;3;0;0;0;low;6;technical
6606;0,73;0,6;145;6;1;0;0;medium;3;technical
6607;0,63;0,5;167;3;1;0;0;medium;4;technical
6608;0,68;0,89;227;3;0;0;0;medium;4;technical
6609;0,78;0,96;245;3;0;0;0;medium;4;support
6610;0,79;0,56;132;3;0;0;0;medium;4;support
6611;0,86;0,99;254;2;0;0;0;medium;3;support
6612;0,98;0,53;166;2;0;0;0;medium;4;support
6613;0,89;0,79;208;3;1;0;0;medium;2;support
6614;0,86;0,87;197;4;1;0;0;medium;3;support
6615;0,65;0,83;263;3;1;0;0;high;4;support
6616;0,52;0,98;272;2;0;0;0;low;4;support
6617;0,54;0,65;147;3;1;0;0;low;3;support
6618;0,68;0,73;197;3;0;0;0;low;4;support
6619;0,88;0,65;268;2;0;0;0;high;3;support
6620;0,75;0,85;181;3;0;0;0;low;4;technical
6621;0,17;0,93;192;4;0;0;0;low;6;technical
6622;0,92;0,83;270;3;0;0;0;low;5;technical
6623;0,79;0,66;183;3;0;0;0;high;3;management
6624;0,52;0,66;184;3;0;0;0;low;5;IT
6625;0,95;0,73;238;3;1;0;0;low;4;IT
6626;0,72;0,49;148;2;0;0;0;low;4;IT
6627;0,4;0,41;127;3;0;0;0;low;4;IT
6628;0,61;0,59;162;2;1;0;0;low;3;IT
6629;0,49;0,97;166;5;0;0;0;low;4;product_mng
6630;0,32;0,55;283;4;0;0;0;low;4;product_mng
6631;0,82;0,77;108;6;0;0;0;medium;3;product_mng
6632;0,9;0,79;154;2;0;0;0;medium;3;product_mng
6633;0,95;0,74;139;2;0;0;0;medium;3;IT
6634;0,55;0,6;271;3;1;0;0;medium;5;RandD
6635;0,91;0,78;153;3;0;0;0;medium;4;RandD
6636;0,45;0,41;216;6;1;0;0;medium;3;RandD
6637;0,65;0,6;218;4;0;0;0;medium;3;RandD
6638;0,88;0,89;171;2;0;0;0;medium;3;RandD
6639;0,78;0,76;238;3;0;0;0;medium;3;marketing
6640;0,77;0,71;134;3;0;0;0;medium;3;marketing
6641;0,32;0,75;255;4;0;0;0;medium;3;sales
6642;0,98;0,38;140;6;0;0;0;medium;4;accounting
6643;0,51;0,76;239;3;0;0;0;high;2;support
6644;0,81;0,59;187;2;0;0;0;low;4;technical
6645;0,64;0,9;279;5;0;0;0;medium;5;management
6646;0,73;0,94;213;3;1;0;0;medium;4;marketing
6647;0,49;0,56;202;2;0;0;0;medium;5;marketing
6648;0,84;0,54;265;2;0;0;0;medium;3;marketing
6649;0,81;0,86;249;3;0;0;0;low;4;sales
6650;0,77;0,5;281;2;0;0;0;low;4;sales
6651;0,24;0,83;208;5;0;0;0;low;3;sales
6652;0,77;0,78;165;2;0;0;0;low;3;sales
6653;0,13;0,88;146;5;0;0;0;low;3;sales
6654;0,94;0,66;230;2;0;0;0;low;4;sales
6655;0,61;0,82;209;2;0;0;0;low;3;sales
6656;0,95;0,49;178;2;0;0;0;low;4;sales
6657;0,22;0,92;220;4;1;0;0;low;6;sales
6658;0,65;0,56;142;3;0;0;0;low;3;sales
6659;0,95;0,67;153;2;0;0;0;low;3;sales
6660;0,98;0,62;254;5;1;0;0;low;5;sales
6661;0,88;0,72;193;4;0;0;0;low;3;sales
6662;0,94;0,69;248;3;0;0;0;low;3;sales
6663;0,62;0,75;216;2;0;0;0;low;4;sales
6664;0,81;0,96;226;3;0;0;0;low;3;sales
6665;0,56;0,51;140;2;0;0;0;low;4;sales
6666;0,52;0,86;103;4;0;0;0;low;6;sales
6667;0,88;0,57;185;2;0;0;0;low;4;sales
6668;0,56;0,92;160;3;0;0;0;low;5;accounting
6669;0,36;0,63;130;5;0;0;0;low;3;accounting
6670;0,56;0,85;230;3;0;0;0;medium;5;accounting
6671;0,89;0,46;248;5;1;0;0;medium;4;hr
6672;0,95;0,42;189;2;1;0;0;medium;3;hr
6673;0,48;0,52;280;2;0;0;0;medium;3;hr
6674;0,75;0,75;266;3;0;0;0;medium;4;hr
6675;0,65;0,54;260;3;0;0;0;medium;4;technical
6676;0,4;0,86;264;5;0;0;0;medium;2;technical
6677;0,52;0,53;182;2;0;0;0;medium;5;technical
6678;0,52;0,68;233;2;0;0;0;medium;4;technical
6679;0,68;0,49;230;3;0;0;0;medium;3;technical
6680;0,72;0,61;170;3;0;0;0;medium;5;technical
6681;0,78;0,72;258;3;0;0;0;medium;4;technical
6682;0,54;0,9;164;3;0;0;0;high;3;technical
6683;0,18;0,46;249;4;0;0;0;low;4;technical
6684;0,51;0,5;235;2;0;0;0;medium;2;technical
6685;0,63;0,86;206;6;0;0;0;medium;6;technical
6686;0,83;0,86;139;3;0;0;0;medium;4;support
6687;0,91;0,82;145;3;1;0;0;medium;3;support
6688;0,79;0,66;139;4;0;0;0;low;4;support
6689;0,52;0,95;171;3;1;0;0;low;3;support
6690;0,83;0,94;160;3;0;0;0;low;3;support
6691;0,92;0,74;137;2;0;0;0;low;3;support
6692;0,14;0,72;254;4;0;0;0;low;4;support
6693;0,8;0,38;215;6;0;0;0;low;3;support
6694;0,79;0,72;216;4;0;0;0;low;3;support
6695;0,86;0,6;229;2;1;0;0;low;3;support
6696;0,95;0,47;215;4;0;0;0;low;6;support
6697;0,77;0,9;163;3;0;0;0;low;4;technical
6698;0,55;0,72;273;3;0;0;0;low;4;technical
6699;0,42;0,91;176;3;0;0;0;low;2;technical
6700;0,79;0,86;270;2;0;0;0;low;5;management
6701;0,41;0,48;182;2;0;0;0;low;3;IT
6702;0,66;0,72;223;4;0;0;0;low;4;IT
6703;1;0,65;237;3;0;0;0;low;4;IT
6704;0,87;0,74;248;2;0;0;0;low;5;IT
6705;0,51;0,99;233;4;0;0;0;low;3;IT
6706;0,63;0,79;206;5;0;0;0;low;2;product_mng
6707;0,86;0,86;227;2;0;0;0;low;4;product_mng
6708;0,4;0,98;154;3;0;0;0;low;4;product_mng
6709;0,79;0,97;113;2;1;0;0;medium;6;product_mng
6710;0,7;0,9;254;3;0;0;0;medium;4;IT
6711;0,49;0,91;231;3;0;0;0;medium;5;RandD
6712;0,76;0,62;190;3;0;0;0;medium;4;RandD
6713;0,89;0,52;190;3;0;0;0;medium;3;RandD
6714;0,83;0,86;179;2;0;0;0;medium;3;RandD
6715;0,19;0,69;269;6;0;0;0;medium;4;RandD
6716;0,68;0,67;228;2;0;0;0;medium;3;RandD
6717;0,62;0,68;251;4;0;0;0;medium;4;marketing
6718;0,87;0,49;251;3;0;0;0;medium;2;sales
6719;0,66;0,75;200;4;0;0;0;medium;4;accounting
6720;0,37;0,41;146;2;0;0;0;medium;2;support
6721;0,57;0,49;159;4;1;0;0;high;3;technical
6722;0,66;0,81;135;2;0;0;0;low;5;management
6723;0,63;0,88;260;3;0;0;0;medium;5;marketing
6724;0,65;0,96;226;2;1;0;0;medium;5;marketing
6725;0,33;0,85;127;3;0;0;0;medium;2;marketing
6726;0,66;0,57;278;3;0;0;0;medium;6;sales
6727;0,87;0,95;242;5;0;0;0;low;3;sales
6728;0,85;0,85;182;3;0;0;0;low;3;sales
6729;0,49;0,51;182;3;0;0;0;low;2;sales
6730;0,87;0,8;197;3;0;0;0;low;4;sales
6731;0,17;0,49;286;5;1;0;0;low;4;sales
6732;0,55;0,46;226;5;0;0;0;low;4;sales
6733;0,91;0,71;156;3;0;0;0;low;5;sales
6734;0,96;0,62;185;3;0;0;0;low;5;sales
6735;0,53;0,5;231;3;0;0;0;low;3;sales
6736;0,25;0,59;166;5;0;0;0;low;4;sales
6737;0,98;0,57;229;3;0;0;0;low;3;sales
6738;0,83;0,36;242;3;0;0;0;low;4;sales
6739;0,71;0,83;206;3;0;0;0;low;5;sales
6740;0,74;0,77;206;3;0;0;0;low;4;sales
6741;0,56;0,7;135;2;0;0;0;low;4;sales
6742;0,23;0,9;234;3;1;0;0;low;5;sales
6743;0,35;0,64;147;2;0;0;0;low;4;sales
6744;0,48;0,98;174;3;0;0;0;low;4;sales
6745;0,83;0,74;259;3;1;0;0;low;3;accounting
6746;0,73;0,87;227;4;0;0;0;low;3;accounting
6747;0,85;0,97;104;5;0;0;0;low;4;accounting
6748;0,8;0,95;247;3;0;0;0;medium;3;hr
6749;0,98;0,74;139;3;0;0;0;medium;4;hr
6750;0,96;0,85;186;2;0;0;0;medium;3;hr
6751;0,67;0,75;194;3;0;0;0;medium;3;hr
6752;0,58;0,91;124;2;0;0;0;medium;3;technical
6753;0,83;0,86;273;3;0;0;0;medium;3;technical
6754;0,9;0,57;186;4;0;0;0;medium;4;technical
6755;0,89;0,66;252;3;0;0;0;medium;4;technical
6756;0,99;0,92;154;3;0;0;0;medium;3;technical
6757;0,89;0,5;238;3;0;0;0;medium;4;technical
6758;0,79;0,5;151;3;1;0;0;medium;4;technical
6759;0,64;0,41;231;6;0;0;0;medium;3;technical
6760;0,22;0,57;174;6;0;0;0;high;5;technical
6761;0,94;0,6;278;2;0;0;0;low;5;technical
6762;0,56;0,97;270;3;1;0;0;medium;3;technical
6763;0,85;0,8;158;3;0;0;0;medium;4;support
6764;0,8;0,62;191;3;0;0;0;medium;3;support
6765;0,86;0,53;163;3;0;0;0;medium;3;support
6766;0,96;1;152;4;0;0;0;low;5;support
6767;0,51;0,61;251;2;1;0;0;low;4;support
